2.016000000000000000e+03 6.000000000000000000e+00 3.000000000000000000e+02 3.600000000000000089e+00 1.175999999999999979e+01 2.640000000000000000e+02 1.100000000000000000e+01
2.012000000000000000e+03 6.000000000000000000e+00 3.330000000000000000e+02 3.000000000000000000e+00 7.790000000000000036e+00 3.990000000000000000e+02 5.400000000000000000e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.180000000000000000e+02 2.500000000000000000e+00 1.274000000000000021e+01 2.440000000000000000e+02 2.100000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.900000000000000000e+02 2.000000000000000000e+00 1.441000000000000014e+01 2.160000000000000000e+02 3.000000000000000000e+01
2.011000000000000000e+03 8.000000000000000000e+00 4.300000000000000000e+02 6.200000000000000178e+00 1.007000000000000028e+01 3.090000000000000000e+02 1.300000000000000000e+01
2.016000000000000000e+03 8.000000000000000000e+00 5.600000000000000000e+02 4.400000000000000355e+00 1.030000000000000071e+01 3.020000000000000000e+02 1.200000000000000000e+01
2.011000000000000000e+03 4.000000000000000000e+00 2.110000000000000000e+02 2.000000000000000000e+00 1.346000000000000085e+01 2.310000000000000000e+02 1.700000000000000000e+01
2.018000000000000000e+03 8.000000000000000000e+00 4.760000000000000000e+02 3.982000000000000206e+00 1.160999999999999943e+01 2.680000000000000000e+02 1.300000000000000000e+01
2.017000000000000000e+03 4.000000000000000000e+00 1.410000000000000000e+02 1.800000000000000044e+00 1.465000000000000036e+01 2.120000000000000000e+02 5.000000000000000000e+00
2.016000000000000000e+03 4.000000000000000000e+00 1.480000000000000000e+02 1.997999999999999998e+00 1.762999999999999901e+01 1.760000000000000000e+02 5.000000000000000000e+00
2.017000000000000000e+03 6.000000000000000000e+00 3.700000000000000000e+02 3.000000000000000000e+00 1.082000000000000028e+01 2.870000000000000000e+02 1.300000000000000000e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.210000000000000000e+02 1.600000000000000089e+00 1.787999999999999901e+01 1.740000000000000000e+02 1.200000000000000000e+01
2.012000000000000000e+03 8.000000000000000000e+00 4.070000000000000000e+02 4.400000000000000355e+00 1.024000000000000021e+01 3.040000000000000000e+02 1.800000000000000000e+01
2.013000000000000000e+03 6.000000000000000000e+00 3.100000000000000000e+02 3.000000000000000000e+00 1.208000000000000007e+01 2.570000000000000000e+02 8.000000000000000000e+00
2.011000000000000000e+03 4.000000000000000000e+00 1.580000000000000000e+02 2.399999999999999911e+00 1.067999999999999972e+01 2.910000000000000000e+02 7.000000000000000000e+00
2.017000000000000000e+03 4.000000000000000000e+00 1.210000000000000000e+02 1.600000000000000089e+00 1.660000000000000142e+01 1.870000000000000000e+02 2.000000000000000000e+01
2.012000000000000000e+03 8.000000000000000000e+00 5.180000000000000000e+02 5.461000000000000298e+00 1.041999999999999993e+01 2.980000000000000000e+02 3.700000000000000000e+01
2.015000000000000000e+03 4.000000000000000000e+00 6.400000000000000000e+01 1.000000000000000000e+00 1.864000000000000057e+01 1.670000000000000000e+02 3.400000000000000000e+01
