2.013000000000000000e+03 4.000000000000000000e+00 2.000000000000000000e+02 2.014000000000000057e+01
2.017000000000000000e+03 6.000000000000000000e+00 2.450000000000000000e+02 1.850000000000000000e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.600000000000000000e+02 1.269999999999999929e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.900000000000000000e+02 1.923000000000000043e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.030000000000000000e+02 2.083999999999999986e+01
2.012000000000000000e+03 6.000000000000000000e+00 2.600000000000000000e+02 1.269999999999999929e+01
2.017000000000000000e+03 6.000000000000000000e+00 3.330000000000000000e+02 1.509999999999999964e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.050000000000000000e+02 2.519999999999999929e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.020000000000000000e+02 1.639000000000000057e+01
2.012000000000000000e+03 6.000000000000000000e+00 4.080000000000000000e+02 1.110999999999999943e+01
2.017000000000000000e+03 4.000000000000000000e+00 2.720000000000000000e+02 1.862000000000000099e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+02 2.789999999999999858e+01
2.017000000000000000e+03 6.000000000000000000e+00 2.720000000000000000e+02 1.459999999999999964e+01
2.012000000000000000e+03 5.000000000000000000e+00 3.400000000000000000e+02 1.430000000000000071e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.290000000000000000e+02 9.800000000000000711e+00
2.015000000000000000e+03 4.000000000000000000e+00 1.500000000000000000e+02 2.400000000000000000e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.480000000000000000e+02 2.014999999999999858e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.880000000000000000e+02 2.169999999999999929e+01
2.017000000000000000e+03 8.000000000000000000e+00 6.500000000000000000e+02 1.117999999999999972e+01
2.012000000000000000e+03 5.000000000000000000e+00 1.700000000000000000e+02 1.873000000000000043e+01
2.017000000000000000e+03 4.000000000000000000e+00 1.500000000000000000e+02 2.400000000000000000e+01
2.014000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+02 1.919999999999999929e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.010000000000000000e+02 2.419999999999999929e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.380000000000000000e+02 1.821999999999999886e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.950000000000000000e+02 1.655999999999999872e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.450000000000000000e+02 1.869999999999999929e+01
2.016000000000000000e+03 8.000000000000000000e+00 8.880000000000000000e+02 1.469999999999999929e+01
2.014000000000000000e+03 4.000000000000000000e+00 1.060000000000000000e+02 2.169999999999999929e+01
2.014000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+02 1.819999999999999929e+01
2.012000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+02 1.739999999999999858e+01
2.017000000000000000e+03 4.000000000000000000e+00 2.250000000000000000e+02 1.769999999999999929e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.500000000000000000e+02 2.350000000000000000e+01
2.017000000000000000e+03 4.000000000000000000e+00 1.630000000000000000e+02 1.469999999999999929e+01
2.011000000000000000e+03 8.000000000000000000e+00 3.820000000000000000e+02 1.135999999999999943e+01
2.018000000000000000e+03 4.000000000000000000e+00 1.100000000000000000e+02 2.610000000000000142e+01
2.012000000000000000e+03 6.000000000000000000e+00 2.660000000000000000e+02 1.159999999999999964e+01
2.014000000000000000e+03 6.000000000000000000e+00 2.800000000000000000e+02 1.250000000000000000e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.880000000000000000e+02 2.169999999999999929e+01
2.012000000000000000e+03 8.000000000000000000e+00 4.050000000000000000e+02 9.800000000000000711e+00
2.013000000000000000e+03 8.000000000000000000e+00 3.200000000000000000e+02 1.160999999999999943e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.250000000000000000e+02 1.535999999999999943e+01
2.013000000000000000e+03 6.000000000000000000e+00 2.400000000000000000e+02 1.360999999999999943e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.520000000000000000e+02 1.885999999999999943e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.880000000000000000e+02 1.314000000000000057e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.760000000000000000e+02 1.800000000000000000e+01
2.013000000000000000e+03 6.000000000000000000e+00 3.050000000000000000e+02 1.710000000000000142e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.220000000000000000e+02 1.960000000000000142e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.030000000000000000e+02 1.789999999999999858e+01
2.017000000000000000e+03 6.000000000000000000e+00 3.700000000000000000e+02 1.639999999999999858e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.850000000000000000e+02 1.408000000000000007e+01
2.014000000000000000e+03 4.000000000000000000e+00 6.600000000000000000e+01 2.325000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.920000000000000000e+02 2.182000000000000028e+01
2.013000000000000000e+03 8.000000000000000000e+00 4.700000000000000000e+02 1.149000000000000021e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.580000000000000000e+02 1.639999999999999858e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.180000000000000000e+02 1.923000000000000043e+01
2.012000000000000000e+03 6.000000000000000000e+00 3.290000000000000000e+02 1.109999999999999964e+01
2.012000000000000000e+03 8.000000000000000000e+00 5.500000000000000000e+02 1.350000000000000000e+01
2.011000000000000000e+03 8.000000000000000000e+00 4.650000000000000000e+02 1.149000000000000021e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.060000000000000000e+02 2.039999999999999858e+01
2.013000000000000000e+03 6.000000000000000000e+00 3.270000000000000000e+02 1.309999999999999964e+01
2.017000000000000000e+03 4.000000000000000000e+00 9.800000000000000000e+01 2.732000000000000028e+01
2.011000000000000000e+03 8.000000000000000000e+00 3.200000000000000000e+02 1.160999999999999943e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+02 1.919999999999999929e+01
2.015000000000000000e+03 6.000000000000000000e+00 2.530000000000000000e+02 1.069999999999999929e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.830000000000000000e+02 1.538000000000000078e+01
2.016000000000000000e+03 4.000000000000000000e+00 3.810000000000000000e+02 1.667000000000000171e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.810000000000000000e+02 1.402999999999999936e+01
2.014000000000000000e+03 4.000000000000000000e+00 1.610000000000000000e+02 1.538000000000000078e+01
2.014000000000000000e+03 8.000000000000000000e+00 4.000000000000000000e+02 1.219999999999999929e+01
2.011000000000000000e+03 4.000000000000000000e+00 2.440000000000000000e+02 1.450000000000000000e+01
2.012000000000000000e+03 4.000000000000000000e+00 1.640000000000000000e+02 1.525999999999999979e+01
2.018000000000000000e+03 4.000000000000000000e+00 1.220000000000000000e+02 2.041000000000000014e+01
2.017000000000000000e+03 3.000000000000000000e+00 1.360000000000000000e+02 2.080000000000000071e+01
2.013000000000000000e+03 6.000000000000000000e+00 3.020000000000000000e+02 1.469999999999999929e+01
2.011000000000000000e+03 4.000000000000000000e+00 2.040000000000000000e+02 1.830000000000000071e+01
2.015000000000000000e+03 6.000000000000000000e+00 3.500000000000000000e+02 1.639999999999999858e+01
2.018000000000000000e+03 3.000000000000000000e+00 9.000000000000000000e+01 2.632000000000000028e+01
2.017000000000000000e+03 4.000000000000000000e+00 1.440000000000000000e+02 1.728000000000000114e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.120000000000000000e+02 1.978000000000000114e+01
2.017000000000000000e+03 4.000000000000000000e+00 1.850000000000000000e+02 1.819999999999999929e+01
2.014000000000000000e+03 4.000000000000000000e+00 1.770000000000000000e+02 1.660000000000000142e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.900000000000000000e+02 1.912999999999999901e+01
2.017000000000000000e+03 6.000000000000000000e+00 3.010000000000000000e+02 1.586999999999999922e+01
2.013000000000000000e+03 4.000000000000000000e+00 9.900000000000000000e+01 1.612000000000000099e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.180000000000000000e+02 1.960000000000000142e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.500000000000000000e+02 1.319999999999999929e+01
2.012000000000000000e+03 4.000000000000000000e+00 1.250000000000000000e+02 1.780000000000000071e+01
2.012000000000000000e+03 8.000000000000000000e+00 4.200000000000000000e+02 1.169999999999999929e+01
2.014000000000000000e+03 4.000000000000000000e+00 2.080000000000000000e+02 2.000000000000000000e+01
2.012000000000000000e+03 4.000000000000000000e+00 9.400000000000000000e+01 1.923000000000000043e+01
2.016000000000000000e+03 4.000000000000000000e+00 8.500000000000000000e+01 1.969999999999999929e+01
2.017000000000000000e+03 6.000000000000000000e+00 3.400000000000000000e+02 1.719999999999999929e+01
2.017000000000000000e+03 6.000000000000000000e+00 3.000000000000000000e+02 1.700000000000000000e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+02 2.000000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.550000000000000000e+02 2.350000000000000000e+01
2.012000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+02 2.026000000000000156e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.250000000000000000e+02 1.484999999999999964e+01
2.014000000000000000e+03 4.000000000000000000e+00 2.400000000000000000e+02 1.639000000000000057e+01
2.017000000000000000e+03 4.000000000000000000e+00 2.450000000000000000e+02 1.490000000000000036e+01
2.013000000000000000e+03 4.000000000000000000e+00 2.110000000000000000e+02 1.762000000000000099e+01
2.012000000000000000e+03 8.000000000000000000e+00 3.810000000000000000e+02 7.700000000000000178e+00
2.015000000000000000e+03 6.000000000000000000e+00 2.830000000000000000e+02 1.233999999999999986e+01
2.016000000000000000e+03 8.000000000000000000e+00 3.550000000000000000e+02 1.341000000000000014e+01
2.013000000000000000e+03 4.000000000000000000e+00 6.000000000000000000e+01 1.660000000000000142e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.560000000000000000e+02 2.128000000000000114e+01
2.011000000000000000e+03 8.000000000000000000e+00 3.810000000000000000e+02 7.700000000000000178e+00
2.016000000000000000e+03 4.000000000000000000e+00 2.110000000000000000e+02 2.041000000000000014e+01
2.012000000000000000e+03 6.000000000000000000e+00 3.060000000000000000e+02 1.350999999999999979e+01
2.012000000000000000e+03 6.000000000000000000e+00 2.500000000000000000e+02 1.894999999999999929e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.050000000000000000e+02 2.039999999999999858e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.220000000000000000e+02 2.516000000000000014e+01
2.012000000000000000e+03 4.000000000000000000e+00 2.110000000000000000e+02 1.923000000000000043e+01
2.016000000000000000e+03 6.000000000000000000e+00 5.400000000000000000e+02 1.419999999999999929e+01
2.017000000000000000e+03 8.000000000000000000e+00 4.500000000000000000e+02 1.450000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.150000000000000000e+02 1.962999999999999901e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.100000000000000000e+02 2.419999999999999929e+01
2.015000000000000000e+03 4.000000000000000000e+00 1.850000000000000000e+02 2.300000000000000000e+01
2.011000000000000000e+03 6.000000000000000000e+00 1.660000000000000000e+02 1.592999999999999972e+01
2.017000000000000000e+03 6.000000000000000000e+00 4.200000000000000000e+02 1.580000000000000071e+01
