2.013000000000000000e+03 6.000000000000000000e+00 2.580000000000000000e+02 3.000000000000000000e+00 1.252999999999999936e+01 2.480000000000000000e+02 1.900000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.460000000000000000e+02 2.000000000000000000e+00 1.780999999999999872e+01 1.750000000000000000e+02 6.000000000000000000e+00
2.013000000000000000e+03 6.000000000000000000e+00 3.050000000000000000e+02 3.700000000000000178e+00 1.142999999999999972e+01 2.720000000000000000e+02 9.000000000000000000e+00
2.016000000000000000e+03 4.000000000000000000e+00 1.250000000000000000e+02 2.200000000000000178e+00 1.463000000000000078e+01 2.440000000000000000e+02 2.730000000000000000e+02
2.014000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+02 2.000000000000000000e+00 1.782999999999999829e+01 2.000000000000000000e+02 1.100000000000000000e+02
2.011000000000000000e+03 4.000000000000000000e+00 1.680000000000000000e+02 2.399999999999999911e+00 9.910000000000000142e+00 3.140000000000000000e+02 7.000000000000000000e+00
2.016000000000000000e+03 6.000000000000000000e+00 2.920000000000000000e+02 3.600000000000000089e+00 1.135999999999999943e+01 2.740000000000000000e+02 1.400000000000000000e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.030000000000000000e+02 1.600000000000000089e+00 1.603999999999999915e+01 1.940000000000000000e+02 5.600000000000000000e+01
2.016000000000000000e+03 6.000000000000000000e+00 3.260000000000000000e+02 3.000000000000000000e+00 1.415000000000000036e+01 2.200000000000000000e+02 3.600000000000000000e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.860000000000000000e+02 3.600000000000000089e+00 1.053999999999999915e+01 2.950000000000000000e+02 9.000000000000000000e+00
2.013000000000000000e+03 6.000000000000000000e+00 2.660000000000000000e+02 3.500000000000000000e+00 9.910000000000000142e+00 3.140000000000000000e+02 1.200000000000000000e+01
2.011000000000000000e+03 4.000000000000000000e+00 1.480000000000000000e+02 2.000000000000000000e+00 1.601999999999999957e+01 1.940000000000000000e+02 4.000000000000000000e+00
2.011000000000000000e+03 4.000000000000000000e+00 1.440000000000000000e+02 2.500000000000000000e+00 8.460000000000000853e+00 3.670000000000000000e+02 3.200000000000000000e+01
2.012000000000000000e+03 4.000000000000000000e+00 2.200000000000000000e+02 2.000000000000000000e+00 1.233999999999999986e+01 2.520000000000000000e+02 2.100000000000000000e+01
2.011000000000000000e+03 8.000000000000000000e+00 4.000000000000000000e+02 6.200000000000000178e+00 1.048000000000000043e+01 2.970000000000000000e+02 2.800000000000000000e+01
2.014000000000000000e+03 6.000000000000000000e+00 2.530000000000000000e+02 3.500000000000000000e+00 8.800000000000000711e+00 3.530000000000000000e+02 1.400000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.290000000000000000e+02 1.800000000000000044e+00 1.839000000000000057e+01 1.690000000000000000e+02 1.900000000000000000e+01
2.012000000000000000e+03 4.000000000000000000e+00 1.350000000000000000e+02 1.399999999999999911e+00 1.823999999999999844e+01 1.700000000000000000e+02 2.400000000000000000e+01
2.013000000000000000e+03 8.000000000000000000e+00 4.490000000000000000e+02 4.400000000000000355e+00 9.609999999999999432e+00 3.230000000000000000e+02 2.500000000000000000e+01
2.016000000000000000e+03 8.000000000000000000e+00 5.200000000000000000e+02 4.000000000000000000e+00 9.869999999999999218e+00 3.150000000000000000e+02 2.800000000000000000e+01
2.016000000000000000e+03 6.000000000000000000e+00 3.670000000000000000e+02 2.995999999999999996e+00 1.215000000000000036e+01 2.560000000000000000e+02 1.500000000000000000e+01
2.013000000000000000e+03 6.000000000000000000e+00 2.700000000000000000e+02 3.500000000000000000e+00 8.179999999999999716e+00 3.800000000000000000e+02 1.200000000000000000e+01
2.011000000000000000e+03 8.000000000000000000e+00 5.100000000000000000e+02 5.000000000000000000e+00 7.019999999999999574e+00 4.430000000000000000e+02 1.600000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.480000000000000000e+02 2.000000000000000000e+00 1.507000000000000028e+01 2.060000000000000000e+02 1.200000000000000000e+01
2.014000000000000000e+03 4.000000000000000000e+00 1.540000000000000000e+02 1.600000000000000089e+00 1.612999999999999901e+01 1.930000000000000000e+02 3.100000000000000000e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.060000000000000000e+02 1.600000000000000089e+00 1.855000000000000071e+01 1.680000000000000000e+02 1.700000000000000000e+01
2.011000000000000000e+03 8.000000000000000000e+00 3.820000000000000000e+02 5.500000000000000000e+00 6.709999999999999964e+00 4.630000000000000000e+02 1.700000000000000000e+01
2.016000000000000000e+03 6.000000000000000000e+00 4.200000000000000000e+02 3.000000000000000000e+00 1.108000000000000007e+01 2.810000000000000000e+02 2.600000000000000000e+01
2.017000000000000000e+03 4.000000000000000000e+00 2.300000000000000000e+02 2.000000000000000000e+00 1.402999999999999936e+01 2.220000000000000000e+02 4.100000000000000000e+01
2.013000000000000000e+03 8.000000000000000000e+00 4.030000000000000000e+02 6.200000000000000178e+00 7.769999999999999574e+00 4.000000000000000000e+02 1.900000000000000000e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.560000000000000000e+02 1.594999999999999973e+00 1.732000000000000028e+01 1.790000000000000000e+02 1.200000000000000000e+01
2.011000000000000000e+03 6.000000000000000000e+00 2.650000000000000000e+02 2.899999999999999911e+00 1.227999999999999936e+01 2.530000000000000000e+02 2.600000000000000000e+01
